,0,1,2
0,0.293681552414932,0.706318447585068,1.0
1,0.8336642639314593,0.1663357360685406,0.0
2,0.32066365767154686,0.6793363423284531,1.0
3,0.5712054896057411,0.4287945103942588,0.0
4,0.464696230881141,0.535303769118859,1.0
5,0.47762942794766056,0.5223705720523394,1.0
6,0.6817649557117074,0.3182350442882925,0.0
7,0.9318025831081967,0.06819741689180327,0.0
8,0.9300143127510866,0.06998568724891346,0.0
9,0.8335387786171774,0.16646122138282257,0.0
10,0.5183207478790831,0.4816792521209169,0.0
11,0.7635635341488484,0.23643646585115158,0.0
12,0.6105560610949583,0.38944393890504175,0.0
13,0.5030177496044241,0.4969822503955758,0.0
14,0.8307593905352806,0.16924060946471942,0.0
15,0.6072246202179261,0.3927753797820739,0.0
16,0.8330436638371673,0.16695633616283267,0.0
17,0.833501506016357,0.166498493983643,0.0
18,0.42072207473946843,0.5792779252605316,1.0
19,0.4975657528491824,0.5024342471508176,1.0
20,0.5747691835129064,0.42523081648709354,0.0
21,0.842036620884593,0.15796337911540712,0.0
22,0.8558548833018774,0.1441451166981227,0.0
23,0.3830468189224149,0.616953181077585,1.0
24,0.6867998447943644,0.3132001552056356,0.0
25,0.8336863884173016,0.16631361158269845,0.0
26,0.9377070038891935,0.06229299611080648,0.0
27,0.734018580065351,0.26598141993464897,0.0
28,0.3525139392110761,0.6474860607889239,1.0
29,0.8325212487391801,0.16747875126081993,0.0
30,0.7793700990011251,0.22062990099887492,0.0
31,0.3476173549537082,0.6523826450462917,1.0
32,0.8056722686291883,0.19432773137081166,0.0
33,0.8204825520537197,0.1795174479462803,0.0
34,0.9056587806879975,0.09434121931200246,0.0
35,0.9333543391791286,0.06664566082087149,0.0
36,0.7479179114020021,0.25208208859799786,0.0
37,0.701516354466099,0.29848364553390105,0.0
38,0.821551481931971,0.17844851806802906,0.0
39,0.43147710480201446,0.5685228951979855,1.0
40,0.5741694457895931,0.42583055421040694,0.0
41,0.5793749531470779,0.42062504685292207,0.0
42,0.4973159572926131,0.502684042707387,1.0
43,0.8319038359708583,0.16809616402914165,0.0
44,0.4961561311061237,0.5038438688938762,1.0
45,0.6667355701997884,0.33326442980021165,0.0
46,0.5729717976162773,0.42702820238372274,0.0
47,0.6391338685404093,0.3608661314595906,0.0
48,0.6222798648386756,0.3777201351613244,0.0
49,0.8238449621203221,0.17615503787967798,0.0
50,0.7217968995799813,0.27820310042001883,0.0
51,0.3376934084912037,0.6623065915087962,1.0
52,0.5931807631878325,0.40681923681216753,0.0
53,0.4989504049431288,0.5010495950568712,1.0
54,0.605512601364627,0.3944873986353729,0.0
55,0.8336864093940584,0.16631359060594167,0.0
56,0.4250560912334843,0.5749439087665157,1.0
57,0.4732563054627565,0.5267436945372436,1.0
58,0.5717110272032682,0.4282889727967319,0.0
59,0.9029467057223389,0.0970532942776611,0.0
60,0.7035645909011341,0.29643540909886584,0.0
61,0.5729349436923649,0.42706505630763514,0.0
62,0.3408303471071584,0.6591696528928416,1.0
63,0.35054824553182756,0.6494517544681724,1.0
64,0.8335897744734796,0.16641022552652032,0.0
65,0.5030436621732781,0.49695633782672194,0.0
66,0.7516738135261092,0.24832618647389088,0.0
67,0.451697652851046,0.548302347148954,1.0
68,0.8335229818301988,0.1664770181698011,0.0
69,0.9289327143042524,0.07106728569574755,0.0
70,0.5951881825476176,0.40481181745238237,0.0
71,0.8760064976786484,0.1239935023213516,0.0
72,0.8323132424904345,0.16768675750956558,0.0
73,0.443431156270852,0.5565688437291479,1.0
74,0.9056521487771768,0.09434785122282323,0.0
75,0.8313144025996685,0.16868559740033143,0.0
76,0.367344682342517,0.6326553176574831,1.0
77,0.4967960755286154,0.5032039244713845,1.0
78,0.49709931118562345,0.5029006888143766,1.0
79,0.8336392795718137,0.16636072042818634,0.0
80,0.7961823242753758,0.20381767572462417,0.0
81,0.8210578836853573,0.17894211631464269,0.0
82,0.3919392830910849,0.6080607169089152,1.0
83,0.4276213175877992,0.5723786824122009,1.0
84,0.32263110266816275,0.6773688973318372,1.0
85,0.8307158099269408,0.16928419007305906,0.0
86,0.9097937869337951,0.09020621306620498,0.0
87,0.5406935410238431,0.4593064589761569,0.0
88,0.5203531283113674,0.47964687168863257,0.0
89,0.47476652036415434,0.5252334796358457,1.0
90,0.5793723251768944,0.4206276748231056,0.0
91,0.8313143710151788,0.16868562898482126,0.0
92,0.4285368104396915,0.5714631895603086,1.0
93,0.8059818038002611,0.19401819619973887,0.0
94,0.4269285259728857,0.5730714740271143,1.0
95,0.8211849145936498,0.17881508540635016,0.0
96,0.821703734765787,0.17829626523421307,0.0
97,0.8004828287161159,0.1995171712838842,0.0
98,0.8301102413928005,0.16988975860719943,0.0
99,0.5044606074179068,0.4955393925820933,0.0
100,0.8336642807370492,0.16633571926295068,0.0
101,0.4960332269246758,0.5039667730753242,1.0
102,0.8159827418941756,0.18401725810582442,0.0
103,0.6957161738928478,0.3042838261071522,0.0
104,0.6027269102162518,0.3972730897837482,0.0
105,0.5127024924495095,0.48729750755049045,0.0
106,0.4408939462231877,0.5591060537768122,1.0
107,0.7445637498920944,0.25543625010790555,0.0
108,0.4578280656352186,0.5421719343647814,1.0
109,0.34516482759640876,0.6548351724035912,1.0
110,0.8307158555440164,0.1692841444559836,0.0
111,0.5267123435056607,0.4732876564943393,0.0
112,0.5086166721192765,0.49138332788072353,0.0
113,0.6320536850135346,0.36794631498646524,0.0
114,0.7583471797951854,0.24165282020481457,0.0
